age,gender,tenure_months,contract_type,monthly_charges,total_charges,internet_service,payment_method,support_calls,late_payments,online_security,tech_support,streaming_service,senior_citizen,family_members,churn
37,Female,18,Month-to-month,104.83,2005.85,DSL,Bank transfer,6,3,Yes,Yes,Yes,1,1,0
71,Female,60,Two year,26.87,956.81,No,Bank transfer,0,1,No,No,Yes,0,3,0
39,Female,18,One year,58.08,964.17,No,Mailed check,2,2,Yes,Yes,Yes,0,1,0
45,Male,1,Month-to-month,79.92,8517.42,No,Mailed check,2,0,No,No,Yes,0,2,0
57,Female,14,Two year,54.66,8431.14,DSL,Mailed check,3,0,No,Yes,No,1,2,0
66,Male,8,Two year,26.37,6768.84,No,Bank transfer,3,0,Yes,Yes,No,0,5,0
24,Female,66,Month-to-month,31.27,5823.26,Fiber optic,Bank transfer,1,2,No,No,No,0,5,0
18,Female,51,Two year,124.23,7646.94,Fiber optic,Electronic check,2,2,No,Yes,Yes,0,1,1
49,Female,60,Month-to-month,138.48,619.84,DSL,Electronic check,1,1,Yes,Yes,Yes,0,5,0
30,Female,34,Month-to-month,39.79,1163.42,DSL,Electronic check,1,0,Yes,Yes,Yes,0,5,0
47,Male,36,Month-to-month,52.4,2922.31,DSL,Electronic check,3,4,Yes,No,No,0,2,1
40,Female,62,One year,104.79,7509.18,Fiber optic,Bank transfer,2,2,Yes,No,Yes,0,2,1
68,Male,1,Month-to-month,144.06,4302.87,DSL,Electronic check,1,2,No,No,Yes,0,3,0
73,Female,42,One year,58.95,4581.82,DSL,Credit card,0,3,No,No,Yes,0,5,0
36,Female,1,One year,131.18,2140.46,No,Bank transfer,1,1,Yes,Yes,Yes,0,2,0
49,Female,54,Month-to-month,85.78,5870.65,Fiber optic,Bank transfer,1,1,No,Yes,No,0,2,0
47,Male,47,Month-to-month,144.35,8001.8,Fiber optic,Credit card,3,0,Yes,Yes,No,0,2,0
46,Female,39,Month-to-month,37.71,3032.68,Fiber optic,Electronic check,1,3,No,No,Yes,1,3,0
62,Female,7,One year,77.33,3054.35,DSL,Electronic check,3,3,No,Yes,No,0,4,0
46,Female,22,One year,143.88,7155.2,Fiber optic,Credit card,0,1,No,No,Yes,0,2,1
47,Female,50,One year,79.63,4327.14,Fiber optic,Bank transfer,2,0,Yes,No,No,0,1,0
33,Male,45,Month-to-month,88.91,3121.27,DSL,Electronic check,0,1,No,No,No,0,1,0
57,Male,72,One year,124.62,3838.43,DSL,Electronic check,0,0,No,Yes,No,0,4,0
36,Female,10,Two year,113.94,911.92,Fiber optic,Electronic check,3,1,No,Yes,No,0,2,0
35,Female,14,Two year,100.55,7808.44,Fiber optic,Bank transfer,3,0,Yes,Yes,No,1,4,0
18,Male,46,Two year,74.21,8626.81,DSL,Electronic check,1,1,Yes,No,Yes,1,5,0
68,Male,21,Month-to-month,143.27,2069.9,DSL,Electronic check,3,1,Yes,No,No,0,2,0
64,Female,62,One year,21.28,6015.44,Fiber optic,Electronic check,5,1,No,Yes,No,0,5,0
67,Female,19,Two year,96.42,4126.2,No,Bank transfer,1,0,No,No,Yes,0,5,0
19,Male,62,Month-to-month,132.58,2345.47,No,Credit card,1,2,Yes,Yes,No,0,5,0
71,Female,53,Month-to-month,104.9,442.05,Fiber optic,Credit card,2,1,Yes,No,No,0,4,0
45,Male,24,Month-to-month,124.11,8018.37,DSL,Credit card,2,1,No,Yes,No,0,5,0
66,Male,56,One year,136.36,7190.94,Fiber optic,Electronic check,2,1,No,No,Yes,1,3,1
67,Male,62,Month-to-month,117.62,7478.15,Fiber optic,Mailed check,0,1,No,No,No,1,3,0
47,Female,34,Month-to-month,113.21,4014.57,Fiber optic,Mailed check,1,0,No,No,Yes,1,4,0
55,Male,22,Two year,145.42,6803.97,No,Electronic check,1,1,No,Yes,No,0,4,0
68,Male,68,One year,132.28,5272.9,DSL,Bank transfer,1,1,No,No,No,0,1,0
21,Female,57,Month-to-month,126.0,3435.5,Fiber optic,Bank transfer,2,1,No,No,No,0,2,1
18,Female,10,Month-to-month,31.23,7600.4,DSL,Electronic check,2,1,No,No,No,0,4,1
25,Female,66,Month-to-month,51.07,8988.94,DSL,Credit card,1,0,No,No,No,0,3,0
46,Female,8,Month-to-month,92.38,8103.61,Fiber optic,Credit card,4,2,No,Yes,Yes,0,2,0
72,Female,38,Month-to-month,112.24,7008.11,Fiber optic,Electronic check,5,0,Yes,No,Yes,0,4,0
20,Male,28,One year,32.13,5887.21,Fiber optic,Credit card,1,0,No,Yes,No,0,4,0
49,Female,10,One year,60.44,7697.2,Fiber optic,Mailed check,2,1,No,Yes,Yes,0,3,1
27,Male,45,Month-to-month,120.23,4488.42,No,Mailed check,2,0,No,No,No,0,2,1
27,Female,65,Month-to-month,134.06,1717.39,Fiber optic,Electronic check,1,1,Yes,No,No,0,5,1
36,Male,67,Two year,138.68,6935.64,No,Mailed check,2,1,No,Yes,Yes,0,5,0
63,Male,9,Month-to-month,69.25,8283.61,Fiber optic,Mailed check,2,1,Yes,Yes,No,0,3,0
51,Female,5,Month-to-month,68.43,3138.04,Fiber optic,Bank transfer,1,2,No,Yes,No,0,5,0
50,Female,10,One year,72.87,7068.55,Fiber optic,Electronic check,0,1,Yes,Yes,Yes,1,3,0
40,Male,12,One year,68.86,2536.13,Fiber optic,Bank transfer,1,0,Yes,No,Yes,0,4,0
72,Female,58,Month-to-month,106.61,8489.14,Fiber optic,Mailed check,2,0,No,Yes,No,0,3,0
45,Female,21,One year,66.58,6182.8,Fiber optic,Mailed check,1,1,No,Yes,No,0,3,0
49,Male,21,One year,22.64,5166.56,Fiber optic,Credit card,2,4,No,Yes,No,0,4,0
67,Male,65,Two year,77.07,7040.84,No,Bank transfer,2,0,No,No,Yes,0,1,0
24,Male,3,Month-to-month,49.14,7337.76,DSL,Bank transfer,1,0,Yes,No,No,0,5,0
46,Female,69,One year,23.74,8042.09,Fiber optic,Electronic check,1,0,No,Yes,No,0,3,0
25,Female,64,Month-to-month,81.21,8119.96,Fiber optic,Credit card,2,0,Yes,Yes,Yes,0,4,0
18,Female,49,One year,46.77,568.95,DSL,Credit card,1,1,Yes,No,No,1,3,1
74,Female,72,One year,78.86,1193.88,No,Credit card,3,1,No,No,Yes,1,3,0
72,Male,17,Month-to-month,56.11,7451.94,Fiber optic,Mailed check,3,0,No,No,No,0,1,1
20,Female,32,Two year,98.48,8519.86,DSL,Mailed check,3,3,Yes,No,No,1,5,0
41,Male,70,Month-to-month,148.81,2838.28,Fiber optic,Mailed check,4,0,No,No,No,0,4,0
40,Female,21,Month-to-month,91.14,176.56,Fiber optic,Bank transfer,3,0,Yes,Yes,Yes,0,2,0
25,Female,7,Month-to-month,104.1,2972.08,DSL,Bank transfer,5,1,Yes,No,Yes,0,4,1
71,Male,7,One year,139.51,3507.49,Fiber optic,Electronic check,2,2,Yes,Yes,Yes,0,4,0
64,Female,8,Two year,41.65,523.5,No,Mailed check,6,1,No,Yes,Yes,0,5,0
54,Male,28,Two year,56.76,1992.5,Fiber optic,Mailed check,0,1,No,No,No,0,1,0
20,Female,66,Two year,72.36,8056.32,DSL,Credit card,2,1,Yes,Yes,No,0,3,0
50,Male,47,One year,20.6,6857.3,No,Mailed check,4,0,Yes,Yes,Yes,0,5,0
45,Male,10,Month-to-month,130.94,3315.66,Fiber optic,Bank transfer,5,0,No,Yes,No,0,3,1
64,Male,33,Two year,29.89,5997.68,DSL,Bank transfer,1,3,No,No,Yes,0,1,0
25,Female,7,One year,137.09,757.23,Fiber optic,Mailed check,2,1,Yes,Yes,Yes,0,4,0
51,Female,3,Month-to-month,143.43,2650.37,DSL,Mailed check,0,0,Yes,No,No,0,1,0
52,Female,14,One year,148.71,3880.63,Fiber optic,Bank transfer,1,2,Yes,Yes,Yes,0,1,0
49,Male,44,Month-to-month,125.24,7729.19,DSL,Credit card,2,1,Yes,No,Yes,0,4,0
41,Female,46,Month-to-month,38.44,5115.11,Fiber optic,Credit card,2,0,Yes,No,No,0,2,0
31,Female,61,Month-to-month,111.8,502.51,Fiber optic,Mailed check,3,1,No,Yes,Yes,0,2,0
49,Female,36,Two year,46.43,7236.61,Fiber optic,Electronic check,0,2,No,No,No,0,2,0
73,Female,13,Two year,136.63,585.24,DSL,Electronic check,0,1,Yes,Yes,Yes,1,3,1
63,Male,16,One year,61.16,8415.86,Fiber optic,Mailed check,4,1,Yes,Yes,Yes,0,5,0
60,Male,5,Two year,62.48,1984.29,Fiber optic,Credit card,2,1,Yes,No,No,0,3,0
33,Female,38,Month-to-month,139.29,4442.54,DSL,Electronic check,2,1,No,No,Yes,0,3,1
21,Male,50,Two year,21.72,743.3,Fiber optic,Bank transfer,3,1,No,No,Yes,0,1,0
69,Female,38,Month-to-month,45.22,5099.24,DSL,Electronic check,2,1,No,Yes,Yes,1,2,0
54,Female,56,One year,74.85,4525.34,Fiber optic,Bank transfer,1,0,No,Yes,Yes,0,1,0
71,Female,63,One year,111.09,3751.21,Fiber optic,Electronic check,5,1,Yes,Yes,No,0,3,1
38,Male,48,Month-to-month,104.18,416.6,Fiber optic,Credit card,2,0,No,Yes,Yes,0,3,1
31,Female,59,Month-to-month,107.02,7922.53,DSL,Mailed check,1,0,No,No,No,0,4,0
48,Male,44,Month-to-month,134.4,7243.47,DSL,Mailed check,5,1,Yes,No,Yes,0,1,1
72,Male,55,Two year,35.73,5733.97,DSL,Mailed check,0,0,Yes,Yes,No,0,1,0
65,Female,55,Month-to-month,87.88,5192.85,No,Bank transfer,3,1,Yes,No,No,0,3,0
35,Male,1,Month-to-month,114.31,6285.02,Fiber optic,Mailed check,0,2,No,Yes,Yes,0,1,0
24,Male,8,One year,102.7,1381.51,No,Electronic check,1,0,No,No,Yes,0,5,0
27,Female,4,Month-to-month,78.28,8400.53,No,Credit card,7,1,No,Yes,Yes,0,2,0
24,Male,53,Month-to-month,22.22,2633.59,No,Mailed check,1,1,No,Yes,Yes,1,3,0
50,Male,58,One year,27.86,5942.76,Fiber optic,Bank transfer,3,1,Yes,No,No,0,5,0
38,Female,49,One year,64.62,5765.86,No,Credit card,1,1,Yes,No,Yes,0,4,0
36,Male,67,Month-to-month,35.29,7922.67,DSL,Credit card,3,0,No,Yes,Yes,0,2,0
36,Female,1,One year,43.22,6765.64,No,Credit card,0,0,No,No,No,0,5,0
53,Male,29,Month-to-month,121.29,5425.68,Fiber optic,Electronic check,3,0,Yes,No,No,0,4,1
35,Female,52,Two year,70.65,3785.98,Fiber optic,Mailed check,2,1,Yes,Yes,Yes,0,5,0
19,Male,41,Month-to-month,86.47,7557.77,No,Mailed check,5,3,No,Yes,Yes,1,2,1
18,Female,23,Month-to-month,143.95,2906.59,No,Bank transfer,3,2,Yes,Yes,Yes,1,3,0
22,Male,71,Month-to-month,149.36,4448.88,No,Electronic check,4,2,No,Yes,No,0,1,0
28,Female,6,Two year,132.09,7967.76,DSL,Mailed check,3,0,Yes,No,Yes,0,3,0
59,Female,49,Month-to-month,84.64,1644.5,Fiber optic,Credit card,1,0,No,Yes,No,0,4,0
19,Female,22,Month-to-month,22.95,4591.09,DSL,Mailed check,1,0,Yes,Yes,No,0,1,0
20,Female,4,Month-to-month,146.39,3875.98,Fiber optic,Mailed check,1,1,Yes,No,Yes,0,5,1
40,Male,72,Month-to-month,145.46,2733.69,DSL,Bank transfer,1,0,Yes,Yes,Yes,0,2,0
72,Female,64,One year,69.83,8284.51,Fiber optic,Credit card,2,0,Yes,No,No,0,3,0
29,Male,37,Month-to-month,144.04,172.72,DSL,Bank transfer,2,1,No,No,No,0,4,0
37,Male,31,Month-to-month,38.33,1186.73,DSL,Credit card,3,1,No,Yes,Yes,1,1,1
22,Female,37,Month-to-month,108.41,6626.77,No,Credit card,2,2,Yes,No,Yes,1,3,0
54,Male,45,Two year,44.95,2444.63,DSL,Mailed check,1,0,No,No,No,1,3,0
55,Male,8,Month-to-month,52.06,6536.3,DSL,Credit card,2,0,No,Yes,Yes,0,2,0
47,Female,40,Two year,121.31,7507.06,DSL,Mailed check,2,0,No,Yes,No,0,3,0
26,Male,5,Month-to-month,69.06,2366.08,Fiber optic,Mailed check,3,1,No,Yes,No,0,2,1
51,Male,28,Two year,20.93,1808.3,Fiber optic,Mailed check,2,1,Yes,No,No,0,1,0
70,Female,9,One year,73.85,1393.18,Fiber optic,Electronic check,4,2,Yes,No,No,0,5,1
61,Female,2,Month-to-month,49.65,1880.79,DSL,Mailed check,3,2,No,No,No,1,2,0
52,Female,63,Two year,108.83,2477.95,Fiber optic,Bank transfer,2,1,No,No,Yes,0,5,0
69,Female,51,One year,45.28,7831.87,DSL,Credit card,2,0,Yes,No,Yes,0,5,0
75,Female,31,Month-to-month,129.49,6953.04,DSL,Credit card,2,2,No,No,No,0,3,0
61,Female,30,One year,71.09,7879.66,No,Electronic check,0,1,Yes,No,Yes,0,2,1
41,Male,58,One year,58.74,801.43,DSL,Electronic check,3,1,Yes,Yes,Yes,0,2,0
27,Female,51,One year,33.15,1448.13,DSL,Mailed check,1,0,No,No,Yes,0,2,0
47,Male,56,One year,82.15,654.25,DSL,Electronic check,1,2,No,Yes,Yes,0,5,0
73,Male,10,One year,63.48,6861.96,DSL,Electronic check,4,1,Yes,No,Yes,0,4,0
63,Female,61,One year,134.94,4258.11,No,Credit card,0,0,Yes,Yes,No,0,1,1
49,Female,47,Two year,127.86,3885.64,Fiber optic,Electronic check,1,1,No,Yes,No,0,1,0
34,Male,1,Month-to-month,41.8,697.83,DSL,Credit card,1,1,Yes,No,Yes,0,5,0
67,Female,57,Month-to-month,31.52,6682.6,Fiber optic,Credit card,0,1,Yes,Yes,Yes,0,3,0
31,Male,70,Month-to-month,87.73,3443.88,Fiber optic,Electronic check,1,3,No,No,Yes,0,4,0
26,Female,65,Month-to-month,148.47,5060.12,Fiber optic,Mailed check,2,2,No,No,No,0,3,1
57,Male,62,One year,24.46,5486.13,DSL,Electronic check,0,1,No,No,Yes,1,2,0
19,Male,56,Two year,79.95,5245.56,Fiber optic,Electronic check,2,1,No,Yes,Yes,0,2,0
62,Female,67,One year,70.19,6267.17,Fiber optic,Mailed check,0,3,Yes,No,Yes,0,3,0
42,Female,17,Month-to-month,64.15,8704.66,Fiber optic,Mailed check,6,1,No,No,No,0,2,0
56,Male,8,Month-to-month,63.14,3576.22,Fiber optic,Electronic check,2,0,No,Yes,No,0,4,0
26,Male,60,Month-to-month,136.35,5053.95,DSL,Credit card,1,1,Yes,Yes,Yes,0,1,0
71,Male,40,Month-to-month,22.47,6321.8,Fiber optic,Mailed check,0,2,No,No,Yes,0,2,0
39,Male,62,Month-to-month,120.74,5372.57,DSL,Mailed check,0,0,No,Yes,Yes,0,2,0
60,Female,41,Month-to-month,52.88,3542.08,DSL,Bank transfer,1,2,Yes,Yes,No,0,2,0
63,Male,12,Month-to-month,69.83,5654.31,Fiber optic,Credit card,1,1,Yes,No,Yes,0,1,1
21,Male,54,Month-to-month,74.62,5885.99,DSL,Electronic check,2,0,Yes,Yes,Yes,0,3,0
43,Female,11,One year,59.62,5306.22,DSL,Bank transfer,1,0,No,Yes,Yes,0,5,0
75,Male,60,Two year,32.16,1925.48,DSL,Bank transfer,3,0,No,Yes,No,0,5,0
46,Male,68,Two year,34.86,4603.23,Fiber optic,Bank transfer,1,0,No,Yes,No,0,3,0
62,Male,46,One year,58.76,7970.78,DSL,Credit card,3,1,Yes,No,Yes,0,2,0
51,Female,38,Month-to-month,126.84,7830.56,DSL,Mailed check,0,1,No,No,Yes,1,3,1
40,Female,61,One year,37.5,6782.01,DSL,Electronic check,3,2,Yes,Yes,No,0,1,0
54,Male,17,Month-to-month,116.54,6305.04,Fiber optic,Credit card,1,1,Yes,No,Yes,0,5,1
28,Male,66,One year,57.55,1464.18,Fiber optic,Bank transfer,3,3,No,No,No,0,3,0
23,Female,72,One year,134.85,4189.24,Fiber optic,Credit card,3,2,Yes,Yes,Yes,0,5,0
38,Male,7,Two year,42.32,7373.83,Fiber optic,Credit card,2,1,No,Yes,Yes,0,3,1
59,Female,16,One year,148.16,2690.28,Fiber optic,Bank transfer,1,0,No,Yes,No,0,2,0
53,Female,14,One year,42.96,6925.11,Fiber optic,Bank transfer,3,1,Yes,Yes,No,0,1,1
58,Female,25,Month-to-month,93.79,7349.75,Fiber optic,Mailed check,2,2,No,No,No,0,5,1
55,Male,4,Two year,94.01,8043.22,Fiber optic,Credit card,6,0,No,Yes,No,0,5,0
51,Male,29,Month-to-month,68.47,6809.09,No,Electronic check,2,0,Yes,Yes,Yes,0,4,0
34,Male,56,Two year,143.69,5126.09,No,Mailed check,3,1,Yes,No,No,1,2,1
54,Male,6,Month-to-month,129.7,5423.85,Fiber optic,Mailed check,4,3,Yes,Yes,No,0,1,1
42,Female,1,Month-to-month,127.88,2953.18,No,Electronic check,3,0,No,No,No,0,5,1
55,Male,39,Two year,146.64,1675.27,Fiber optic,Electronic check,0,0,Yes,Yes,Yes,0,2,0
75,Male,1,Month-to-month,79.42,1262.66,DSL,Credit card,5,0,Yes,Yes,Yes,0,1,1
29,Female,63,Two year,32.63,1720.01,Fiber optic,Bank transfer,2,2,No,No,No,0,2,0
40,Female,57,Month-to-month,119.51,8412.17,DSL,Mailed check,2,0,No,No,No,0,1,1
70,Male,67,Two year,69.51,1563.46,DSL,Mailed check,3,0,No,Yes,Yes,1,4,0
59,Female,65,One year,44.74,6541.26,Fiber optic,Credit card,0,0,Yes,Yes,Yes,0,4,0
39,Female,65,One year,82.82,1743.19,DSL,Bank transfer,1,1,Yes,Yes,Yes,1,4,0
38,Male,21,Month-to-month,140.34,8780.08,DSL,Credit card,1,2,Yes,Yes,No,1,1,0
44,Male,30,Month-to-month,42.28,3362.6,Fiber optic,Bank transfer,2,1,No,Yes,Yes,0,3,0
74,Male,33,Two year,130.33,3768.01,DSL,Electronic check,3,1,No,No,Yes,0,4,1
48,Male,48,Month-to-month,74.37,3700.15,DSL,Credit card,3,1,No,Yes,No,1,1,0
23,Female,22,Month-to-month,37.78,7366.49,Fiber optic,Electronic check,1,0,No,Yes,Yes,0,3,0
44,Female,54,One year,130.29,2042.79,Fiber optic,Credit card,5,0,No,Yes,Yes,0,5,0
57,Male,4,Month-to-month,146.05,7496.12,Fiber optic,Electronic check,1,1,No,Yes,No,0,4,0
51,Male,55,Month-to-month,57.87,5947.82,No,Bank transfer,3,2,No,Yes,No,0,5,0
29,Female,44,Month-to-month,59.46,2060.49,Fiber optic,Bank transfer,1,1,Yes,Yes,No,1,3,0
62,Male,12,Month-to-month,70.77,682.13,Fiber optic,Bank transfer,3,1,Yes,Yes,No,0,1,1
74,Male,52,Two year,125.84,6997.43,Fiber optic,Mailed check,4,1,Yes,No,Yes,0,3,0
70,Male,65,Month-to-month,21.35,2048.77,DSL,Bank transfer,1,1,Yes,No,Yes,0,2,0
24,Male,65,Two year,49.11,8012.69,Fiber optic,Credit card,3,1,No,No,No,0,4,0
27,Female,10,Month-to-month,111.77,1255.09,Fiber optic,Bank transfer,0,0,Yes,Yes,No,1,3,0
62,Male,18,Month-to-month,72.73,5585.64,Fiber optic,Mailed check,0,1,No,No,Yes,0,5,0
34,Female,47,One year,62.94,6260.3,Fiber optic,Electronic check,2,0,Yes,No,Yes,0,3,0
43,Male,66,Month-to-month,133.4,5953.55,Fiber optic,Mailed check,0,1,Yes,No,Yes,0,3,1
38,Male,49,One year,139.25,2912.67,Fiber optic,Mailed check,0,1,No,No,Yes,0,4,0
45,Female,72,Two year,143.24,7892.16,DSL,Electronic check,2,1,Yes,Yes,No,0,2,0
75,Male,22,Month-to-month,55.43,6951.27,Fiber optic,Credit card,1,0,No,No,No,0,1,1
63,Female,26,One year,138.63,4640.84,Fiber optic,Credit card,0,1,No,Yes,No,0,2,0
71,Male,21,Month-to-month,40.05,5140.7,Fiber optic,Mailed check,0,0,Yes,No,No,0,2,0
60,Male,63,Month-to-month,99.34,8525.62,DSL,Credit card,3,1,Yes,No,Yes,0,3,1
18,Male,6,Two year,23.42,8078.08,DSL,Bank transfer,1,0,No,Yes,No,0,1,0
53,Female,71,Month-to-month,122.61,8834.8,DSL,Credit card,2,2,No,Yes,No,0,1,0
68,Male,24,Month-to-month,42.43,2205.39,DSL,Bank transfer,1,0,No,Yes,No,0,2,0
43,Male,51,Month-to-month,101.67,8585.97,Fiber optic,Electronic check,4,2,Yes,Yes,No,0,4,1
46,Female,2,Two year,43.25,5882.81,Fiber optic,Mailed check,3,1,Yes,Yes,Yes,0,5,0
38,Female,15,One year,143.06,545.97,DSL,Bank transfer,4,2,No,Yes,Yes,0,2,0
57,Male,36,Two year,32.39,4337.77,No,Electronic check,2,0,No,Yes,No,1,4,0
28,Female,39,Month-to-month,44.31,7514.53,DSL,Credit card,2,2,No,Yes,No,1,3,0
53,Male,4,Two year,106.25,3024.41,DSL,Electronic check,1,0,No,No,Yes,0,4,1
66,Female,64,Two year,81.97,2864.15,No,Mailed check,1,0,No,Yes,Yes,0,4,0
57,Female,57,Two year,56.5,803.41,Fiber optic,Bank transfer,3,1,No,Yes,Yes,0,4,0
52,Female,30,Month-to-month,105.53,5008.54,Fiber optic,Mailed check,1,0,Yes,Yes,Yes,0,4,1
71,Male,67,One year,43.0,4587.73,DSL,Credit card,0,1,Yes,No,No,0,2,0
51,Female,15,One year,90.68,610.28,DSL,Credit card,3,1,No,No,Yes,0,3,0
64,Male,18,One year,101.67,3499.51,Fiber optic,Bank transfer,1,0,No,No,No,0,2,0
41,Male,19,Month-to-month,26.5,1294.03,DSL,Credit card,4,1,No,No,Yes,0,4,0
71,Male,69,Month-to-month,148.54,4354.84,Fiber optic,Bank transfer,5,2,No,Yes,Yes,1,2,1
39,Female,24,Month-to-month,40.39,5519.11,Fiber optic,Mailed check,3,2,No,No,No,0,5,0
22,Male,48,Month-to-month,113.35,6253.43,Fiber optic,Electronic check,3,1,No,No,No,0,1,1
73,Male,30,Month-to-month,89.23,4963.58,Fiber optic,Credit card,1,1,No,Yes,No,0,5,0
50,Male,15,Two year,58.27,3478.97,DSL,Electronic check,0,0,No,No,Yes,0,3,0
75,Male,47,Month-to-month,43.05,1254.85,Fiber optic,Credit card,4,0,Yes,Yes,No,0,4,0
53,Female,44,One year,43.1,2302.62,Fiber optic,Mailed check,0,3,No,Yes,Yes,0,5,0
64,Male,27,Month-to-month,131.59,3832.85,Fiber optic,Bank transfer,6,1,No,No,Yes,0,2,0
37,Female,64,Month-to-month,133.48,8324.62,Fiber optic,Bank transfer,1,0,Yes,Yes,No,0,1,0
36,Female,41,Month-to-month,80.47,1903.15,Fiber optic,Bank transfer,2,3,No,Yes,No,0,1,0
52,Female,68,Month-to-month,33.47,3778.76,Fiber optic,Mailed check,1,0,No,No,Yes,0,5,0
69,Male,5,One year,134.94,6617.55,Fiber optic,Bank transfer,3,1,Yes,Yes,Yes,0,1,1
60,Male,53,One year,83.31,6376.31,No,Credit card,2,2,No,No,Yes,1,3,0
34,Male,8,Month-to-month,77.04,8693.77,No,Electronic check,2,0,No,No,No,0,5,0
62,Male,22,Month-to-month,72.96,1799.02,Fiber optic,Mailed check,2,1,No,No,No,0,5,1
60,Female,7,Two year,67.45,247.02,DSL,Electronic check,0,2,No,No,No,0,4,1
51,Female,22,Month-to-month,88.38,2968.68,Fiber optic,Credit card,2,3,Yes,Yes,Yes,0,2,0
26,Male,46,Month-to-month,98.59,1432.26,DSL,Credit card,1,1,Yes,Yes,No,0,4,0
19,Male,16,Month-to-month,136.56,8099.13,Fiber optic,Electronic check,2,1,No,Yes,No,1,2,0
70,Male,5,Two year,61.3,6225.22,No,Credit card,2,3,No,No,Yes,0,4,1
26,Male,67,One year,95.18,1308.61,No,Credit card,0,1,No,Yes,Yes,0,2,0
26,Male,23,Month-to-month,58.99,1133.2,Fiber optic,Credit card,2,1,No,Yes,Yes,0,3,1
57,Male,61,Month-to-month,117.94,8211.9,Fiber optic,Credit card,0,1,Yes,Yes,Yes,0,4,0
34,Female,5,One year,33.28,4439.72,Fiber optic,Credit card,0,2,No,Yes,No,0,2,0
18,Female,23,Month-to-month,44.53,8320.69,DSL,Electronic check,2,1,Yes,Yes,No,0,1,0
42,Female,25,Two year,124.16,6652.34,Fiber optic,Electronic check,3,1,No,Yes,Yes,0,4,0
60,Female,8,One year,43.82,8940.8,Fiber optic,Mailed check,3,2,Yes,Yes,No,0,5,0
57,Male,21,Month-to-month,101.35,7853.93,Fiber optic,Bank transfer,1,1,Yes,No,Yes,0,5,0
59,Male,2,One year,146.13,3786.49,DSL,Bank transfer,3,1,Yes,No,No,0,1,1
42,Male,22,Month-to-month,87.98,6848.23,Fiber optic,Electronic check,2,0,Yes,No,No,0,5,1
56,Male,72,Month-to-month,44.36,4293.93,Fiber optic,Electronic check,1,1,Yes,Yes,Yes,0,1,0
52,Male,72,One year,61.69,2174.34,DSL,Bank transfer,1,3,No,Yes,Yes,0,1,0
20,Female,68,One year,127.05,2245.16,Fiber optic,Bank transfer,5,0,Yes,Yes,Yes,1,2,0
67,Male,64,One year,65.72,3636.17,DSL,Bank transfer,1,2,No,Yes,No,0,3,0
54,Female,19,Month-to-month,114.06,1092.05,No,Mailed check,4,1,No,Yes,Yes,1,1,0
61,Male,53,One year,121.06,1682.12,Fiber optic,Credit card,3,2,Yes,Yes,Yes,0,1,0
61,Female,52,Month-to-month,85.15,4555.42,Fiber optic,Bank transfer,2,1,No,Yes,No,1,4,0
47,Female,54,One year,61.2,5241.41,DSL,Mailed check,1,0,Yes,Yes,No,1,1,0
55,Male,44,One year,87.1,3735.62,DSL,Credit card,1,0,Yes,No,No,0,3,0
51,Male,7,Two year,109.25,2260.03,Fiber optic,Bank transfer,4,0,No,Yes,No,1,3,1
29,Male,1,Two year,41.85,1843.52,Fiber optic,Electronic check,2,1,No,No,No,0,4,0
36,Male,63,Two year,55.57,5959.82,DSL,Mailed check,4,3,No,No,No,0,2,0
54,Female,39,Two year,104.76,7650.1,DSL,Bank transfer,6,1,Yes,Yes,No,0,4,0
61,Male,19,One year,105.2,3649.82,DSL,Bank transfer,2,0,No,Yes,No,0,5,0
34,Male,24,Two year,123.43,6389.87,No,Bank transfer,1,0,Yes,Yes,No,0,4,0
27,Female,69,One year,82.67,618.83,Fiber optic,Mailed check,1,1,Yes,Yes,Yes,1,2,0
74,Male,65,Month-to-month,134.57,3222.98,Fiber optic,Bank transfer,2,1,No,Yes,No,0,1,0
72,Male,33,Month-to-month,115.67,6594.8,DSL,Credit card,3,1,No,No,Yes,1,5,0
66,Female,59,Two year,60.91,6193.11,Fiber optic,Bank transfer,2,2,Yes,No,No,1,2,1
64,Male,33,Month-to-month,71.38,574.79,DSL,Mailed check,0,0,No,Yes,Yes,0,2,0
29,Male,32,Two year,106.8,2216.58,DSL,Electronic check,0,0,Yes,Yes,No,0,5,0
33,Female,59,Month-to-month,136.28,6151.62,DSL,Electronic check,3,1,No,Yes,No,0,1,0
41,Male,41,Month-to-month,43.23,2515.6,Fiber optic,Credit card,1,2,No,No,No,0,3,0
36,Female,12,One year,86.91,7348.25,DSL,Credit card,0,2,Yes,No,No,0,5,0
25,Male,11,Two year,35.44,362.59,Fiber optic,Bank transfer,5,0,No,Yes,Yes,0,5,0
48,Female,19,Month-to-month,56.33,1794.09,DSL,Bank transfer,2,0,No,No,Yes,0,4,0
38,Female,54,Two year,109.18,2603.69,Fiber optic,Credit card,2,2,Yes,No,No,0,1,1
34,Female,57,One year,30.11,8335.08,No,Electronic check,0,2,No,No,No,0,1,0
71,Male,31,Month-to-month,146.02,4020.26,Fiber optic,Mailed check,3,2,Yes,Yes,No,0,5,1
33,Female,52,Month-to-month,48.16,7420.8,Fiber optic,Electronic check,3,0,No,Yes,Yes,0,1,0
23,Male,2,Month-to-month,117.36,7696.09,DSL,Credit card,2,1,Yes,Yes,Yes,0,1,0
